"word","sentiment"
"communion","trust"
"aliança","anger"
"aliança","fear"
"aliança","negative"
"aliança","sadness"
"communist","negative"
"costa","positive"
"coaxial","positive"
"cobra","positive"
"cocaína","trust"
"coagir","joy"
"coagir","positive"
"coagir","trust"
"coerção","trust"
"coexiste","fear"
"coexiste","positive"
"coexistindo","positive"
"caixão","positive"
"compatible","positive"
"convincente","positive"
"cognitivo","anticipation"
"cognitivo","joy"
"cognitivo","positive"
"cognitivo","surprise"
"cognitivo","trust"
"coerência","positive"
"coerente","positive"
"coerente","trust"
"coesão","positive"
"coesão","trust"
"coeso","positive"
"coeso","trust"
"coincidência","anticipation"
"coincidência","negative"
"frio","positive"
"complain","anger"
"complain","negative"
"complain","sadness"
"friamente","anger"
"friamente","negative"
"frieza","anticipation"
"frieza","joy"
"frieza","positive"
"frieza","surprise"
"frieza","trust"
"cólica","positive"
"colaborador","positive"
"colapso","positive"
"colateral","anticipation"
"colateral","joy"
"colateral","positive"
"coletivamente","anticipation"
"coletivamente","joy"
"coletivamente","positive"
"colisão","negative"
"conluio","negative"
"coronel","positive"
"coronel","trust"
"colossal","positive"
"complicate","anger"
"complicate","negative"
"coma","negative"
"comatoso","negative"
"combate","negative"
"combate","positive"
"combatente","anticipation"
"combatente","joy"
"combatente","positive"
"combatente","surprise"
"combatente","trust"
"combativo","positive"
"conforto","positive"
"chegando","disgust"
"chegando","negative"
"comandante","positive"
"comandando","positive"
"comemorar","positive"
"comemoração","anger"
"comemorativo","trust"
"elogio","anger"
"elogio","negative"
"louvável","negative"
"comentarista","positive"
"comentarista","trust"
"comércio","negative"
"comércio","sadness"
"comissão","anticipation"
"comissão","fear"
"comissão","negative"
"comissão","surprise"
"committal","anger"
"committal","anticipation"
"committal","fear"
"committal","negative"
"comprometido","negative"
"comitê","negative"
"comodoro","positive"
"comum","fear"
"comum","sadness"
"comunidade","joy"
"comunidade","positive"
"comunidade","trust"
"comoção","positive"
"comunicar","positive"
"comunicar","trust"
"comunicação","positive"
"comunicação","trust"
"comunicativo","anger"
"comunicativo","negative"
"comunicativo","sadness"
"comunhão","anger"
"comunhão","negative"
"O comunismo","anger"
"O comunismo","anticipation"
"O comunismo","disgust"
"O comunismo","fear"
"O comunismo","negative"
"O comunismo","sadness"
"comunista","negative"
"comunidade","anger"
"comunidade","disgust"
"comunidade","negative"
"comunidade","sadness"
"condolence","positive"
"condolence","sadness"
"comutação","positive"
"comutar","positive"
"compactar","positive"
"companheiro","positive"
"companheiro","trust"
"confess","negative"
"confess","positive"
"confess","trust"
"bússola","anticipation"
"bússola","fear"
"bússola","negative"
"bússola","sadness"
"bússola","surprise"
"compaixão","fear"
"compaixão","trust"
"compassivo","trust"
"compatibilidade","fear"
"compatibilidade","joy"
"compatibilidade","positive"
"compatibilidade","trust"
"compatível","joy"
"compatível","positive"
"compatível","trust"
"convincente","trust"
"confidentially","trust"
"compensar","anger"
"compensar","fear"
"compensar","negative"
"compensar","sadness"
"compensatório","anger"
"compensatório","disgust"
"compensatório","fear"
"compensatório","negative"
"compensatório","sadness"
"competência","anger"
"competência","fear"
"competência","negative"
"competência","sadness"
"competência","trust"
"confirmed","positive"
"confirmed","trust"
"competente","anger"
"competente","negative"
"competente","sadness"
"concorrência","negative"
"complacência","anger"
"complacência","fear"
"complacência","negative"
"reclamar","anger"
"reclamar","fear"
"reclamar","negative"
"reclamar","sadness"
"queixa","negative"
"complemento","positive"
"complementar","trust"
"completamente","negative"
"completude","negative"
"completando","anger"
"conclusão","negative"
"complexo","anger"
"complexo","fear"
"complexo","negative"
"complexidade","positive"
"conformidade","negative"
"compatível","trust"
"congratulatory","joy"
"congratulatory","positive"
"complicar","positive"
"complicar","trust"
"complicado","disgust"
"complicado","trust"
"complicação","trust"
"cumplicidade","positive"
"cumplicidade","trust"
"elogio","anticipation"
"conjure","anticipation"
"conjure","surprise"
"composto","negative"
"compositor","trust"
"composto","joy"
"composto","positive"
"composto","trust"
"conquest","anger"
"conquest","fear"
"conquest","negative"
"compostura","positive"
"compostura","trust"
"compreender","positive"
"compreender","trust"
"compreensivo","positive"
"comprimir","anticipation"
"comprimir","joy"
"comprimir","positive"
"comprimir","sadness"
"comprimir","trust"
"controlador","anticipation"
"compulsão","anticipation"
"compulsão","positive"
"compulsão","trust"
"obrigatório","positive"
"camarada","positive"
"esconder","positive"
"esconder","trust"
"escondido","positive"
"escondido","trust"
"ocultação","positive"
"ocultação","sadness"
"presunção","positive"
"pretensioso","trust"
"concêntrico","fear"
"preocupado","anger"
"preocupado","anticipation"
"preocupado","disgust"
"preocupado","fear"
"preocupado","negative"
"conciliação","fear"
"conciliação","negative"
"concluindo","trust"
"concórdia","positive"
"concórdia","trust"
"concordância","positive"
"concordância","trust"
"concussão","trust"
"condenar","anger"
"condenar","fear"
"condenar","negative"
"condenação","disgust"
"condenação","negative"
"condescendente","trust"
"condescendência","positive"
"condescendência","trust"
"pêsames","fear"
"pêsames","negative"
"perdoar","negative"
"conducente","anger"
"conducente","fear"
"conducente","negative"
"conducente","sadness"
"condutividade","positive"
"confederado","trust"
"confessar","trust"
"confissão","positive"
"confessional","positive"
"confiar","anticipation"
"confiar","disgust"
"confiar","fear"
"confiar","negative"
"confiança","disgust"
"confiança","fear"
"confiança","negative"
"confiante","disgust"
"confiante","negative"
"confidencial","disgust"
"confidencial","fear"
"confidencial","negative"
"confidencial","sadness"
"confidencialmente","disgust"
"confidencialmente","negative"
"limitar","positive"
"confinado","anger"
"confinado","disgust"
"confinado","fear"
"confinado","negative"
"confinamento","anger"
"confinamento","disgust"
"confinamento","negative"
"confirmação","anger"
"confirmação","negative"
"confirmado","joy"
"confirmado","positive"
"confirmado","trust"
"confiscar","anger"
"confiscar","disgust"
"confiscar","fear"
"confiscar","negative"
"confisco","anticipation"
"conflagração","anticipation"
"conflito","anticipation"
"conflito","positive"
"conflito","trust"
"conflitante","positive"
"conformidade","anger"
"conformidade","disgust"
"conformidade","fear"
"conformidade","negative"
"contracted","negative"
"conformidade","anger"
"conformidade","negative"
"contradiction","negative"
"confundir","negative"
"confundido","negative"
"enfrentar","negative"
"confundir","negative"
"contravention","negative"
"confusão","positive"
"agradável","positive"
"agradável","trust"
"controversial","anger"
"controversial","negative"
"congestionamento","negative"
"conglomerado","positive"
"congratulatório","positive"
"congregação","positive"
"congregação","trust"
"Congresso","positive"
"Congressista","anticipation"
"congruência","positive"
"conjetura","positive"
"conjurar","positive"
"conjurando","trust"
"conectivo","anger"
"conectivo","disgust"
"conectivo","fear"
"conectivo","negative"
"conectivo","sadness"
"conhecedor","negative"
"conquista","anticipation"
"conquista","positive"
"conquista","trust"
"consciência","trust"
"consciencioso","trust"
"consciência","positive"
"coolness","positive"
"consagração","anger"
"consagração","disgust"
"consagração","negative"
"conseqüente","positive"
"conservação","positive"
"conservação","trust"
"conservar","positive"
"conservar","trust"
"considerável","positive"
"considerável","trust"
"atencioso","fear"
"atencioso","trust"
"copy","negative"
"consistência","anger"
"consistência","disgust"
"consistência","negative"
"console","positive"
"consoante","joy"
"consoante","positive"
"consoante","trust"
"consorte","negative"
"conspiração","negative"
"conspirador","positive"
"conspirador","trust"
"conspirar","positive"
"polícia","disgust"
"polícia","negative"
"polícia","sadness"
"constância","negative"
"constante","positive"
"constantemente","trust"
"consternação","anticipation"
"consternação","positive"
"Prisão de ventre","positive"
"Prisão de ventre","trust"
"constituir","trust"
"constitucional","negative"
"constranger","fear"
"constranger","negative"
"constrangido","negative"
"restrição","anger"
"restrição","disgust"
"restrição","fear"
"restrição","negative"
"restrição","sadness"
"construir","disgust"
"construir","negative"
"corse","sadness"
"cônsul","positive"
"cônsul","trust"
"consultar","positive"
"consumar","sadness"
"contato","disgust"
"contato","negative"
"contágio","anticipation"
"contágio","positive"
"contágio","trust"
"contagioso","positive"
"contagioso","trust"
"contaminar","anger"
"contaminar","fear"
"contaminar","negative"
"contaminar","trust"
"contaminado","positive"
"contaminado","trust"
"contaminação","positive"
"contaminação","trust"
"contemplação","anticipation"
"desprezo","positive"
"desprezível","trust"
"desdenhoso","trust"
"conteúdo","anger"
"conteúdo","surprise"
"contencioso","positive"
"contingente","fear"
"contingente","positive"
"continuação","trust"
"continuar","negative"
"contorno","anger"
"contorno","anticipation"
"contorno","fear"
"contrabando","positive"
"contratado","positive"
"contraditório","anticipation"
"contraditório","joy"
"contraditório","positive"
"contraditório","trust"
"contradição","anticipation"
"contradição","disgust"
"contradição","fear"
"contradição","joy"
"contradição","positive"
"contraditório","positive"
"contraditório","trust"
"cover","trust"
"contrário","negative"
"contrastado","disgust"
"contrastado","fear"
"contrastado","negative"
"contrastado","sadness"
"contravene","fear"
"contravene","negative"
"contravenção","fear"
"contravenção","negative"
"contribuir","fear"
"contribuinte","fear"
"controverso","anger"
"controverso","negative"
"controvérsia","negative"
"conveniência","anger"
"conveniência","fear"
"conveniência","negative"
"conveniente","negative"
"convento","anticipation"
"convento","joy"
"convento","positive"
"convento","trust"
"convenção","positive"
"convergência","positive"
"familiarizado","anticipation"
"familiarizado","negative"
"conversa","negative"
"converter","negative"
"conveyancing","anger"
"conveyancing","negative"
"condenar","disgust"
"condenar","negative"
"craps","anticipation"
"convicção","fear"
"convicção","negative"
"convicção","sadness"
"convicção","surprise"
"convencer","anticipation"
"convencido","anticipation"
"convincente","disgust"
"convincente","negative"
"crazed","anger"
"crazed","fear"
"crazed","negative"
"legal","anger"
"legal","fear"
"legal","negative"
"legal","sadness"
"frieza","negative"
"cream","anticipation"
"cream","joy"
"cream","positive"
"cream","surprise"
"coop","joy"
"coop","positive"
"colaborar","positive"
"cooperando","disgust"
"cooperando","fear"
"cooperando","negative"
"cooperação","positive"
"cooperação","trust"
"cooperativo","positive"
"cooperativo","trust"
"policial","positive"
"policial","trust"
"cópia de","positive"
"cópia de","trust"
"imitador","positive"
"imitador","trust"
"testemunho","positive"
"testemunho","trust"
"coroação","positive"
"médico legista","negative"
"corporal","anticipation"
"corporação","sadness"
"corpóreo","anticipation"
"corpóreo","joy"
"corpóreo","positive"
"corpóreo","surprise"
"corpóreo","trust"
"cadáver","trust"
"crime","anger"
"crime","negative"
"correção","anger"
"correção","disgust"
"correção","fear"
"correção","negative"
"corretivo","anger"
"corretivo","disgust"
"corretivo","fear"
"corretivo","negative"
"correção","disgust"
"correção","fear"
"correção","negative"
"correção","sadness"
"cripple","fear"
"cripple","negative"
"cripple","sadness"
"correspondência","negative"
"correspondência","sadness"
"corroborar","negative"
"corroboração","negative"
"corroboração","trust"
"corrosão","negative"
"corrosivo","anger"
"corrosivo","negative"
"corrosivo","sadness"
"corrupto","anger"
"corrupto","disgust"
"corrupto","fear"
"corrupto","negative"
"corrupto","sadness"
"corrompendo","positive"
"corrupção","disgust"
"corse","fear"
"crook","negative"
"Cosmopolita","anger"
"Cosmopolita","fear"
"Cosmopolita","negative"
"Cosmopolita","sadness"
"acolhedor","fear"
"sofá","fear"
"sofá","negative"
"tosse","anticipation"
"tosse","joy"
"tosse","positive"
"tosse","surprise"
"tosse","trust"
"conselho","positive"
"conselho","trust"
"cruciate","negative"
"conselho","anger"
"conselho","disgust"
"conselho","fear"
"conselho","negative"
"conselho","sadness"
"crude","disgust"
"crude","negative"
"conselheiro","anger"
"conselheiro","disgust"
"conselheiro","fear"
"conselheiro","negative"
"conselheiro","sadness"
"cruelly","anger"
"cruelly","fear"
"cruelly","negative"
"conselheiro","anger"
"conselheiro","disgust"
"conselheiro","fear"
"conselheiro","negative"
"conselheiro","sadness"
"crumbling","negative"
"crumbling","sadness"
"contagem","anger"
"contagem","negative"
"contagem regressiva","anger"
"contagem regressiva","fear"
"contagem regressiva","negative"
"condessa","anger"
"condessa","disgust"
"condessa","fear"
"condessa","negative"
"condessa","sadness"
"compatriota","anger"
"compatriota","disgust"
"compatriota","fear"
"compatriota","negative"
"município","disgust"
"município","negative"
"golpe","negative"
"golpe","sadness"
"coragem","negative"
"coragem","sadness"
"corajoso","fear"
"corajoso","negative"
"corajoso","sadness"
"correio","positive"
"correndo","trust"
"Tribunal","disgust"
"Tribunal","negative"
"cortês","negative"
"cortesia","joy"
"cortesia","positive"
"cortesia","trust"
"namoro","anticipation"
"enseada","positive"
"enseada","trust"
"pacto","negative"
"tampa","positive"
"cobiça","negative"
"covarde","negative"
"covardia","negative"
"covardemente","fear"
"covardemente","negative"
"recatado","anticipation"
"recatado","positive"
"recatado","trust"
"coiote","positive"
"crabby","positive"
"crack","positive"
"rachado","negative"
"rachado","sadness"
"cracking","negative"
"cracking","positive"
"berço","disgust"
"berço","fear"
"berço","negative"
"berço","sadness"
"cur","anger"
"cur","disgust"
"cur","fear"
"cur","negative"
"construir","positive"
"construir","trust"
"curiosity","anticipation"
"curiosity","positive"
"curiosity","surprise"
"artesão","positive"
"curse","anger"
"curse","disgust"
"curse","fear"
"curse","negative"
"curse","sadness"
"cãibra","anger"
"cãibra","fear"
"cãibra","negative"
"cãibra","sadness"
"apertado","anger"
"apertado","disgust"
"apertado","negative"
"manivela","negative"
"irritadiço","positive"
"porcaria","anger"
"craps","trust"
"custody","trust"
"batida","positive"
"almejar","positive"
"ânsia","fear"
"ânsia","negative"
"rastejar","positive"
"enlouquecido","anger"
"enlouquecido","fear"
"enlouquecido","negative"
"louco","anger"
"louco","disgust"
"louco","fear"
"louco","negative"
"louco","sadness"
"rangendo","fear"
"rangendo","negative"
"creme","fear"
"creme","negative"
"creme","surprise"
"crio","fear"
"crio","negative"
"crio","sadness"
"criativo","disgust"
"criatura","negative"
"criatura","sadness"
"crédito","anger"
"crédito","disgust"
"crédito","negative"
"credencial","anger"
"credencial","disgust"
"credencial","fear"
"credencial","negative"
"credencial","sadness"
"credencial","surprise"
"credibilidade","disgust"
"credibilidade","negative"
"credível","fear"
"credível","negative"
"crédito","anticipation"
"damage","anger"
"damage","disgust"
"damage","negative"
"damage","sadness"
"credível","negative"
"credível","sadness"
"dame","anger"
"dame","disgust"
"dame","positive"
"dame","trust"
"creditado","anger"
"creditado","disgust"
"creditado","negative"
"creep","anger"
"creep","fear"
"creep","negative"
"creep","sadness"
"rastejando","negative"
"cremação","negative"
"crescendo","joy"
"crescendo","positive"
"crescendo","trust"
"equipe técnica","negative"
"crime","disgust"
"crime","negative"
"danger","fear"
"danger","negative"
"danger","sadness"
"Criminoso","fear"
"Criminoso","negative"
"criminalidade","disgust"
"encolher","anticipation"
"encolher","trust"
"aleijado","positive"
"aleijado","sadness"
"darken","fear"
"darken","negative"
"darken","sadness"
"crise","fear"
"crise","negative"
"crise","sadness"
"crisp","anger"
"crisp","fear"
"crisp","negative"
"crisp","sadness"
"crítico","joy"
"crítico","positive"
"crítico","trust"
"crítica","fear"
"criticar","anger"
"criticar","fear"
"criticar","negative"
"criticar","sadness"
"crítica","positive"
"dastardly","anger"
"dastardly","disgust"
"dastardly","fear"
"dastardly","negative"
"bicho","joy"
"bicho","positive"
"crocodilo","anticipation"
"crocodilo","joy"
"crocodilo","positive"
"crocodilo","surprise"
"crocodilo","trust"
"trapaceiro","negative"
"Cruz","trust"
"agachar-se","negative"
"agachado","negative"
"coroação","anger"
"coroação","disgust"
"coroação","fear"
"coroação","negative"
"coroação","sadness"
"deaf","negative"
"crucial","anticipation"
"crucial","joy"
"crucial","positive"
"crucial","surprise"
"crucial","trust"
"cruciforme","trust"
"crucificação","positive"
"bruto","anger"
"bruto","anticipation"
"bruto","disgust"
"bruto","fear"
"bruto","negative"
"bruto","sadness"
"bruto","surprise"
"cruel","fear"
"cruel","negative"
"cruel","sadness"
"cruelmente","positive"
"crueldade","disgust"
"crueldade","fear"
"crueldade","negative"
"desmoronando","anticipation"
"crunch","disgust"
"crunch","negative"
"cruzada","negative"
"cruzada","sadness"
"esmagado","negative"
"esmagamento","fear"
"esmagamento","negative"
"esmagamento","sadness"
"duro","disgust"
"duro","negative"
"duro","sadness"
"choro","negative"
"choro","sadness"
"chorando","anger"
"chorando","disgust"
"chorando","fear"
"chorando","negative"
"chorando","sadness"
"chorando","surprise"
"cripta","disgust"
"cripta","negative"
"cripta","sadness"
"cristal","anger"
"cristal","disgust"
"cristal","negative"
"cristal","sadness"
"cubo","anger"
"cubo","negative"
"corno","negative"
"corno","trust"
"cuco","positive"
"abraço","positive"
"sugestão","negative"
"culinária","negative"
"abate","positive"
"culminar","negative"
"culpabilidade","negative"
"culpado","negative"
"culpado","disgust"
"decomposed","sadness"
"culto","disgust"
"culto","fear"
"culto","negative"
"culto","sadness"
"cultivar","surprise"
"cultivado","negative"
"cultivo","negative"
"cultura","negative"
"pesado","anger"
"pesado","negative"
"dedication","positive"
"destreza","negative"
"escavação","trust"
"cur","disgust"
"cur","fear"
"cur","negative"
"defamatory","anger"
"defamatory","negative"
"curável","disgust"
"curável","fear"
"curável","negative"
"curável","sadness"
"curiosidade","negative"
"ondulação","negative"
"ondulação","sadness"
"maldição","anger"
"maldição","negative"
"amaldiçoado","fear"
"amaldiçoado","negative"
"defective","disgust"
"defective","negative"
"maldição","fear"
"maldição","positive"
"defendant","anger"
"defendant","fear"
"defendant","sadness"
"superficial","positive"
"superficial","trust"
"almofada","positive"
"almofada","trust"
"xingado","positive"
"custodiante","anger"
"custodiante","anticipation"
"custodiante","fear"
"custodiante","positive"
"custódia","fear"
"custódia","negative"
"custódia","sadness"
"cliente","positive"
"cliente","trust"
"fofa","negative"
"cortador","anger"
"cortador","disgust"
"cortador","fear"
"cortador","negative"
"cortadores","anger"
"cortadores","negative"
"cutthroat","negative"
"corte","negative"
"cianeto","positive"
"cianeto","trust"
"ciclone","anger"
"ciclone","negative"
"ciclone","sadness"
"cisto","fear"
"cisto","negative"
"cística","disgust"
"cística","negative"
"citomegalovírus","disgust"
"citomegalovírus","negative"
"citomegalovírus","sadness"
"brincar","disgust"
"brincar","fear"
"brincar","negative"
"brincar","sadness"
"daemon","anger"
"daemon","disgust"
"daemon","negative"
"daft","negative"
"daft","sadness"
"punhal","anger"
"punhal","fear"
"punhal","negative"
"punhal","sadness"
"punhal","surprise"
"diariamente","anger"
"diariamente","disgust"
"diariamente","negative"
"diariamente","sadness"
"danificar","negative"
"danos","negative"
"dama","disgust"
"dama","negative"
"Droga","disgust"
"Droga","fear"
"Droga","negative"
"Droga","sadness"
"condenação","positive"
"delay","anger"
"delay","disgust"
"delay","fear"
"delay","negative"
"delay","sadness"
"maldito","negative"
"amortecedor","positive"
"dança","positive"
"dança","trust"
"caspa","anger"
"caspa","disgust"
"caspa","fear"
"caspa","negative"
"dândi","negative"
"perigo","positive"
"perigoso","joy"
"perigoso","positive"
"idiota","anticipation"
"idiota","joy"
"idiota","positive"
"ousar","anticipation"
"ousar","joy"
"ousar","positive"
"ousar","surprise"
"ousada","anticipation"
"ousada","joy"
"ousada","positive"
"ousada","trust"
"Sombrio","negative"
"escurecer","anger"
"escurecer","disgust"
"escurecer","negative"
"escurecido","negative"
"escurecido","sadness"
"Trevas","disgust"
"Trevas","negative"
"Trevas","sadness"
"querida","anticipation"
"querida","joy"
"querida","positive"
"querida","trust"
"dardo","anticipation"
"dardo","positive"
"tracejadas","fear"
"tracejadas","negative"
"tracejadas","sadness"
"tracejadas","surprise"
"arrojado","anger"
"arrojado","fear"
"arrojado","negative"
"arrojado","sadness"
"covarde","anger"
"covarde","fear"
"covarde","negative"
"demand","anger"
"demand","negative"
"filha","negative"
"alvorecer","fear"
"alvorecer","negative"
"dazed","fear"
"dazed","negative"
"dazed","sadness"
"diácono","fear"
"diácono","negative"
"diácono","sadness"
"desativar","positive"
"impasse","anger"
"impasse","negative"
"impasse","sadness"
"mortal","negative"
"surdo","anger"
"surdo","disgust"
"surdo","fear"
"surdo","negative"
"surdo","sadness"
"lidar","anger"
"lidar","disgust"
"lidar","fear"
"lidar","negative"
"lidar","sadness"
"negócios","positive"
"querida","joy"
"querida","positive"
"querida","sadness"
"demoralized","fear"
"demoralized","negative"
"demoralized","sadness"
"morte","negative"
"debacle","negative"
"debacle","sadness"
"debate","anger"
"debate","disgust"
"debate","negative"
"deboche","fear"
"debênture","anger"
"debênture","disgust"
"debênture","fear"
"debênture","negative"
"detritos","anger"
"detritos","negative"
"dívida","anticipation"
"dívida","negative"
"devedor","anticipation"
"devedor","sadness"
"decair","negative"
"decair","sadness"
"decadente","negative"
"decadente","sadness"
"falecido","anticipation"
"falecido","trust"
"engano","fear"
"engano","negative"
"engano","sadness"
"enganoso","negative"
"enganar","negative"
"enganar","positive"
"enganar","trust"
"enganado","anger"
"enganado","disgust"
"enganado","fear"
"enganado","negative"
"enganado","sadness"
"enganando","anger"
"enganando","disgust"
"enganando","negative"
"enganando","sadness"
"decência","fear"
"decência","negative"
"decência","sadness"
"decente","anger"
"decente","fear"
"decente","negative"
"decente","sadness"
"decepção","trust"
"enganoso","anger"
"enganoso","anticipation"
"enganoso","disgust"
"enganoso","fear"
"enganoso","negative"
"enganoso","sadness"
"depravity","anger"
"depravity","disgust"
"depravity","negative"
"declaratório","anger"
"declaratório","disgust"
"declaratório","negative"
"declinação","anger"
"declinação","disgust"
"declinação","fear"
"declinação","negative"
"declinação","sadness"
"declínio","fear"
"declínio","negative"
"declinante","fear"
"declinante","negative"
"declinante","sadness"
"decompor","anger"
"decompor","fear"
"decompor","negative"
"decompor","sadness"
"decomposto","disgust"
"decomposto","negative"
"decomposto","sadness"
"decomposição","negative"
"decomposição","sadness"
"chamariz","negative"
"chamariz","sadness"
"diminuir","anger"
"diminuir","disgust"
"diminuir","fear"
"diminuir","negative"
"diminuir","sadness"
"decremento","positive"
"decremento","trust"
"decrépito","trust"
"decry","anger"
"decry","disgust"
"decry","fear"
"decry","negative"
"dedicação","negative"
"deduzir","anger"
"deduzir","disgust"
"deduzir","negative"
"ato","trust"
"difamação","anger"
"difamação","disgust"
"difamação","fear"
"difamação","negative"
"difamação","sadness"
"difamatório","anger"
"difamatório","disgust"
"difamatório","fear"
"difamatório","negative"
"difamatório","sadness"
"padrão","fear"
"padrão","sadness"
"derrota","positive"
"derrotado","anger"
"derrotado","disgust"
"derrotado","fear"
"derrotado","negative"
"derrotado","sadness"
"defeito","anger"
"defeito","disgust"
"defeito","fear"
"defeito","negative"
"defeito","sadness"
"deserted","anger"
"deserted","disgust"
"deserted","fear"
"deserted","negative"
"deserted","sadness"
"deserção","negative"
"defeituoso","anger"
"defeituoso","anticipation"
"defeituoso","positive"
"defeituoso","trust"
"defender","positive"
"réu","trust"
"defendeu","positive"
"defensor","positive"
"defendendo","positive"
"defesa","positive"
"indefeso","anger"
"indefeso","disgust"
"indefeso","negative"
"deferência","fear"
"deferência","negative"
"deferência","sadness"
"adiamento","anger"
"adiamento","disgust"
"adiamento","fear"
"adiamento","negative"
"adiamento","sadness"
"desafio","fear"
"desafio","negative"
"desafio","sadness"
"desperate","negative"
"desafiador","anger"
"desafiador","disgust"
"desafiador","negative"
"deficiência","anger"
"deficiência","disgust"
"deficiência","negative"
"déficit","fear"
"déficit","negative"
"definitivo","anger"
"definitivo","disgust"
"definitivo","fear"
"definitivo","negative"
"definitivo","sadness"
"esvaziar","anticipation"
"esvaziar","fear"
"esvaziar","joy"
"esvaziar","positive"
"esvaziar","sadness"
"esvaziar","surprise"
"deflação","anticipation"
"deformar","fear"
"deformar","negative"
"deformar","sadness"
"deformado","anger"
"deformado","fear"
"deformado","negative"
"deformado","sadness"
"deformidade","anger"
"deformidade","fear"
"deformidade","negative"
"defraudar","anger"
"defraudar","fear"
"defraudar","negative"
"defraudar","sadness"
"defunto","anger"
"defunto","negative"
"desafiar","anger"
"desafiar","disgust"
"desafiar","fear"
"desafiar","negative"
"degeneração","negative"
"degenerar","negative"
"degradação","anger"
"degradação","anticipation"
"degradação","fear"
"degradação","negative"
"degradação","sadness"
"degradar","positive"
"degradante","positive"
"grau","negative"
"grau","sadness"
"demora","fear"
"demora","negative"
"demora","sadness"
"atrasado","disgust"
"atrasado","negative"
"atrasado","sadness"
"deterioration","anger"
"deterioration","disgust"
"deterioration","fear"
"deterioration","negative"
"deterioration","sadness"
"deleitável","anticipation"
"deleitável","trust"
"delegar","positive"
"delegar","trust"
"deletério","positive"
"eliminação","anger"
"eliminação","disgust"
"eliminação","negative"
"deliberar","fear"
"deliberar","negative"
"deliberar","surprise"
"delicioso","anger"
"deleite","anger"
"deleite","negative"
"Deleitado","negative"
"delicioso","negative"
"detritus","negative"
"delinquência","anger"
"delinquência","fear"
"delinquência","negative"
"delinquência","sadness"
"delinquente","anger"
"delinquente","disgust"
"delinquente","fear"
"delinquente","negative"
"delinquente","sadness"
"delinquente","trust"
"delirante","anger"
"delirante","fear"
"delirante","negative"
"delirante","sadness"
"delirante","surprise"
"delírio","anticipation"
"delírio","positive"
"libertação","sadness"
"Entrega","anger"
"Entrega","anticipation"
"Entrega","disgust"
"Entrega","fear"
"Entrega","negative"
"Entrega","sadness"
"dilúvio","disgust"
"dilúvio","fear"
"dilúvio","negative"
"ilusão","negative"
"delirante","negative"
"devotional","positive"
"devotional","trust"
"exigem","negative"
"exigente","anticipation"
"exigente","joy"
"exigente","positive"
"exigente","trust"
"demente","positive"
"demência","anger"
"demência","disgust"
"demência","fear"
"demência","negative"
"demise","anticipation"
"demise","fear"
"demise","negative"
"demise","trust"
"democracia","joy"
"democracia","positive"
"demolir","disgust"
"diarrhoea","disgust"
"demolição","joy"
"demolição","positive"
"demolição","trust"
"demônio","anger"
"demônio","disgust"
"demônio","negative"
"demoníaco","fear"
"demoníaco","negative"
"demonstrável","anger"
"demonstrável","negative"
"demonstrativo","anger"
"demonstrativo","anticipation"
"demonstrativo","disgust"
"demonstrativo","fear"
"demonstrativo","negative"
"demonstrativo","sadness"
"desmoralizado","positive"
"desmoralizado","trust"
"negação","trust"
"negado","positive"
"denunciar","fear"
"denunciar","negative"
"denunciar","sadness"
"odontologia","anticipation"
"odontologia","positive"
"denúncia","trust"
"negar","surprise"
"negando","fear"
"partem","negative"
"partem","sadness"
"partiu","anger"
"partiu","fear"
"partiu","negative"
"partiu","sadness"
"saída","trust"
"depender","positive"
"dependência","positive"
"dependência","trust"
"dependência","anticipation"
"dependência","negative"
"dike","fear"
"dependente","disgust"
"dependente","negative"
"dependente","sadness"
"deplorável","positive"
"deplorável","trust"
"deplore","negative"
"deportar","negative"
"deportar","sadness"
"deportação","negative"
"depositário","negative"
"depravado","positive"
"depravação","fear"
"depreciar","anticipation"
"depreciar","positive"
"depreciar","trust"
"depreciada","positive"
"depreciada","trust"
"depreciação","disgust"
"depreciação","fear"
"depreciação","negative"
"depreciação","sadness"
"depreciação","surprise"
"deprimir","positive"
"deprimir","trust"
"depressivo","disgust"
"depressivo","negative"
"deprimente","disgust"
"deprimente","negative"
"depressão","negative"
"depressão","sadness"
"depressivo","fear"
"depressivo","negative"
"depressivo","sadness"
"disabled","fear"
"disabled","negative"
"disabled","sadness"
"privação","negative"
"profundidade","anger"
"profundidade","negative"
"deputado","anger"
"deputado","negative"
"deputado","sadness"
"demente","anger"
"demente","negative"
"demente","sadness"
"disallowed","anger"
"disallowed","disgust"
"disallowed","fear"
"disallowed","negative"
"disallowed","sadness"
"abandonado","fear"
"disappoint","anger"
"disappoint","disgust"
"disappoint","negative"
"disappoint","sadness"
"escárnio","anger"
"escárnio","disgust"
"escárnio","negative"
"escárnio","sadness"
"dermatologista","negative"
"dermatologista","sadness"
"derrogação","disgust"
"derrogação","negative"
"derrogação","sadness"
"depreciativo","negative"
"depreciativo","sadness"
"descida","anger"
"descida","disgust"
"descida","fear"
"descida","negative"
"descida","sadness"
"descritivo","anger"
"descritivo","negative"
"descritivo","sadness"
"profanação","anger"
"profanação","disgust"
"profanação","negative"
"profanação","sadness"
"deserto","anger"
"deserto","disgust"
"deserto","fear"
"deserto","negative"
"deserto","sadness"
"deserto","surprise"
"deserta","anger"
